Survey name,Operator,Dates,Data type,Datum,North lat,South lat,East long,West long,SEGY size,Navigation size,SEGY zip,Navigation zip,URL
B-385-84-SC,Bureau of Ocean Energy Management,1984,3D Multichannel Seismic,North American Datum 1927 (NAD27),34.68818,34.54998,-120.66956,-120.82853,(110.0 MB),(115.4 KB),https://walrus.wr.usgs.gov/namss/data/1984/namss.B-385-84-SC.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/09/12/140123826425/Pt_Pedernales_3D_nav.zip,https://walrus.wr.usgs.gov/namss/survey/b-385-84-sc
B-38-81-AK,Bureau of Ocean Energy Management,1981,2D Multichannel Seismic,North American Datum 1983 (NAD83),56.72032,55.84365,-166.73144,-168.7655,(1.2 GB),(67.7 KB),https://walrus.wr.usgs.gov/namss/data/1981/namss.B-38-81-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/11/13/132408921914/81-38_NAV-NAD83.csv,https://walrus.wr.usgs.gov/namss/survey/b-38-81-ak
B-38-81-LA,Bureau of Ocean Energy Management,1981,2D Multichannel Seismic,North American Datum 1927 (NAD27),30.04249,27.95734,-87.62215,-89.68215,(114.1 MB),(168.1 KB),https://walrus.wr.usgs.gov/namss/data/1981/namss.B-38-81-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-38-81-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-38-81-la
B-38-85-LA,Bureau of Ocean Energy Management,1985,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.02459,28.96729,-90.96784,-91.07357,(6.6 KB),(38.9 KB),https://walrus.wr.usgs.gov/namss/data/1985/namss.B-38-85-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/07/120755244135/GOM10-1_L85-038.segp1,https://walrus.wr.usgs.gov/namss/survey/b-38-85-la
B-388-84-SC,Bureau of Ocean Energy Management,1984,3D Multichannel Seismic,North American Datum 1927 (NAD27),33.58948,33.5318,-118.0545,-118.16904,(169.7 MB),(634.5 KB),https://walrus.wr.usgs.gov/namss/data/1984/namss.B-388-84-SC.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/09/12/151955225284/Shell_Beta_3D_nav.zip,https://walrus.wr.usgs.gov/namss/survey/b-388-84-sc
B-38-91-LA,Bureau of Ocean Energy Management,1991,3D Multichannel Seismic,North American Datum 1927 (NAD27),29.52387,29.26192,-93.08592,-93.30905,(11.4 GB),(2.0 KB),https://walrus.wr.usgs.gov/namss/data/1991/namss.B-38-91-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/15/101938927078/B-38-91-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-38-91-la
B-38-93-LA,Bureau of Ocean Energy Management,1993,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.60017,28.51076,-90.73825,-91.15006,(5.2 GB),(1.9 KB),https://walrus.wr.usgs.gov/namss/data/1993/namss.B-38-93-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2018/08/27/153040119300/B-38-93-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-38-93-la
B-38-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.68889,27.13035,-92.06212,-92.33657,(42.7 GB),(3.6 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-38-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/08/01/115509106772/B-38-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-38-94-la
B-38a-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.88908,27.84513,-91.94852,-91.99797,(276.8 MB),(3.8 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-38a-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/08/01/124100668855/B-38a-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-38a-94-la
B-38b-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.76014,27.5425,-92.19507,-92.39109,(3.0 GB),(3.7 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-38b-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/08/01/125108272879/B-38b-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-38b-94-la
B-38c-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.66442,27.57225,-92.11582,-92.34346,(148.0 MB),(3.7 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-38c-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/08/01/130515319888/B-38c-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-38c-94-la
B-38d-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.25896,27.17091,-92.1243,-92.27272,(1.1 GB),(3.7 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-38d-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/08/01/145339523905/B-38d-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-38d-94-la
B-39-75-AK,Bureau of Ocean Energy Management,1975,2D Multichannel Seismic,North American Datum 1983 (NAD83),64.38476,62.51078,-162.75404,-167.4378,(4.8 GB),(171.7 KB),https://walrus.wr.usgs.gov/namss/data/1975/namss.B-39-75-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/08/29/095639208139/75-39.n83.nav.txt,https://walrus.wr.usgs.gov/namss/survey/b-39-75-ak
B-39-79-LA,Bureau of Ocean Energy Management,1979,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.7239,28.61226,-89.91156,-90.08801,(10.4 MB),(8.5 KB),https://walrus.wr.usgs.gov/namss/data/1979/namss.B-39-79-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-39-79-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-39-79-la
B-39-82-AK,Bureau of Ocean Energy Management,1982,2D Multichannel Seismic,North American Datum 1983 (NAD83),55.90843,55.23093,-165.14175,-165.80351,(64.6 MB),(9.7 KB),https://walrus.wr.usgs.gov/namss/data/1982/namss.B-39-82-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/11/13/133412778258/82-39_NAV-NAD83.csv,https://walrus.wr.usgs.gov/namss/survey/b-39-82-ak
B-39-86-LA,Bureau of Ocean Energy Management,1986,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.88174,27.89917,-90.90449,-91.98752,(3.3 GB),(1.5 MB),https://walrus.wr.usgs.gov/namss/data/1986/namss.B-39-86-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-39-86-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-39-86-la
B-40-77-LA,Bureau of Ocean Energy Management,1977,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.09215,25.41613,-88.1194,-96.03339,(107.3 MB),(1.1 MB),https://walrus.wr.usgs.gov/namss/data/1977/namss.B-40-77-LA.mcs.stagaray.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/03/b-40-77-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-40-77-la
B-40-79-LA,Bureau of Ocean Energy Management,1979,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.55727,29.08272,-88.56083,-88.8377,(34.3 MB),(25.9 KB),https://walrus.wr.usgs.gov/namss/data/1979/namss.B-40-79-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-40-79-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-40-79-la
B-40-89-LA,Bureau of Ocean Energy Management,1990,3D Multichannel Seismic,North American Datum 1927 (NAD27),,,,,(90.7 MB),(209.3 KB),https://walrus.wr.usgs.gov/namss/data/1990/namss.B-40-89-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/17/113500754936/G3D201503-01_l89_040_docs.pdf,https://walrus.wr.usgs.gov/namss/survey/b-40-89-la
B-40-92-LA,Bureau of Ocean Energy Management,1992,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.84397,28.55763,-89.18785,-89.73139,(36.9 GB),(1.9 KB),https://walrus.wr.usgs.gov/namss/data/1992/namss.B-40-92-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/08/28/122133533132/B-40-92-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-40-92-la
B-40a-89-LA,Bureau of Ocean Energy Management,1989,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.89248,27.79969,-92.04446,-92.12598,(422.1 MB),(2.7 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-40a-89-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/17/142821725280/B-40a-89-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-40a-89-la
B-40b-89-LA,Bureau of Ocean Energy Management,1989,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.84681,27.80292,-92.148,-92.20022,(260.7 MB),(1.6 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-40b-89-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/17/143213965207/B-40b-89-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-40b-89-la
B-40c-89-LA,Bureau of Ocean Energy Management,1989,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.9371,27.58328,-91.89769,-92.06421,(2.5 GB),(1.7 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-40c-89-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/17/143929047139/B-40c-89-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-40c-89-la
B-40d-89-LA,Bureau of Ocean Energy Management,1989,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.95171,27.67495,-91.99135,-92.24785,(1.9 GB),(1.7 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-40d-89-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/17/144553180654/B-40d-89-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-40d-89-la
B-40e-89-LA,Bureau of Ocean Energy Management,1989,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.92203,27.75776,-91.89843,-92.09686,(216.4 MB),(1.7 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-40e-89-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/17/145633294790/B-40e-89-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-40e-89-la
B-40f-89-LA,Bureau of Ocean Energy Management,1989,3D Multichannel Seismic,North American Datum 1927 (NAD27),,,,,(950.3 MB),(1.7 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-40f-89-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/17/150127439167/B-40f-89-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-40f-89-la
B-40g-89-LA,Bureau of Ocean Energy Management,1989,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.0298,27.68893,-91.8726,-92.12917,(7.9 GB),(1.8 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-40g-89-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/17/151030920451/B-40g-89-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-40g-89-la
B-40h-89-LA,Bureau of Ocean Energy Management,1989,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.97587,27.74331,-91.88778,-92.09464,(982.4 MB),(1.8 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-40h-89-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/17/152107011000/B-40h-89-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-40h-89-la
B-41-75-LA,Bureau of Ocean Energy Management,1975,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.37588,28.10564,-89.54774,-92.5996,(384.9 MB),(55.7 KB),https://walrus.wr.usgs.gov/namss/data/1975/namss.B-41-75-LA.mcs.aquapulse.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-41-75-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-41-75-la
B-41-81-AK,Bureau of Ocean Energy Management,1981,2D Multichannel Seismic,North American Datum 1983 (NAD83),71.14272,69.87539,-140.9311,-148.49465,(1.6 GB),(146.0 KB),https://walrus.wr.usgs.gov/namss/data/1981/namss.B-41-81-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/11/13/134545980548/81-41_NAV-NAD83.csv,https://walrus.wr.usgs.gov/namss/survey/b-41-81-ak
B-41-88-LA,Bureau of Ocean Energy Management,1988,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.70875,28.09225,-88.60102,-89.24516,(3.4 GB),(1.4 KB),https://walrus.wr.usgs.gov/namss/data/1988/namss.B-41-88-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-41-88-la.zip,https://walrus.wr.usgs.gov/namss/survey/b-41-88-la
B-41-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.82376,28.6696,-90.55609,-90.79843,(5.2 GB),(1.4 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-41-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/08/01/152411119440/B-41-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-41-94-la
B-43-75-AK,Bureau of Ocean Energy Management,1975,2D Multichannel Seismic,North American Datum 1983 (NAD83),56.99495,54.90586,-164.63125,-171.09112,(6.6 GB),(243.5 KB),https://walrus.wr.usgs.gov/namss/data/1975/namss.B-43-75-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/08/29/101000561049/75-43.n83.nav.txt,https://walrus.wr.usgs.gov/namss/survey/b-43-75-ak
B-44-75-LA,Bureau of Ocean Energy Management,1975,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.13318,28.79625,-89.49575,-90.99459,(386.5 MB),(4.5 KB),https://walrus.wr.usgs.gov/namss/data/1975/namss.B-44-75-LA.mcs.aquapulse.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-44-75-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-44-75-la
B-44-81-LA,Bureau of Ocean Energy Management,1981,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.90233,28.08998,-89.51933,-93.50337,(53.3 MB),(201.9 KB),https://walrus.wr.usgs.gov/namss/data/1981/namss.B-44-81-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-44-81-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-44-81-la
B-44-88-LA,Bureau of Ocean Energy Management,1988,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.16913,28.43531,-93.59249,-93.73783,(145.0 MB),(62.7 KB),https://walrus.wr.usgs.gov/namss/data/1988/namss.B-44-88-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-44-88-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-44-88-la
B-456-86-SC,Bureau of Ocean Energy Management,1986,3D Multichannel Seismic,North American Datum 1927 (NAD27),34.23153,34.15778,-119.34063,-119.50055,(173.8 MB),(1.4 MB),https://walrus.wr.usgs.gov/namss/data/1986/namss.B-456-86-SC.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/09/12/154418153899/SantaClara_3D_nav.zip,https://walrus.wr.usgs.gov/namss/survey/b-456-86-sc
B-45-78-LA,Bureau of Ocean Energy Management,1978,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.55727,28.84002,-88.29181,-92.09176,(75.3 MB),(46.2 KB),https://walrus.wr.usgs.gov/namss/data/1978/namss.B-45-78-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-45-78-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-45-78-la
B-46-82-AK,Bureau of Ocean Energy Management,1982,2D Multichannel Seismic,North American Datum 1983 (NAD83),59.15561,54.06663,-158.11244,-169.42497,(2.5 GB),(500.7 KB),https://walrus.wr.usgs.gov/namss/data/1982/namss.B-46-82-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/11/13/141555073218/82-46_NAV.csv,https://walrus.wr.usgs.gov/namss/survey/b-46-82-ak
B-46-82-LA,Bureau of Ocean Energy Management,1982,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.05612,27.52479,-91.35611,-91.92339,(5.9 MB),(66.9 KB),https://walrus.wr.usgs.gov/namss/data/1982/namss.B-46-82-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-46-82-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-46-82-la
B-46-89-TX,Bureau of Ocean Energy Management,1989,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.19582,27.87602,-94.3136,-94.44781,(2.7 GB),(15.5 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-46-89-TX.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/18/100321407181/B-46-89-TX.zip,https://walrus.wr.usgs.gov/namss/survey/b-46-89-tx
B-47-81-AR,Bureau of Ocean Energy Management,1981,2D Multichannel Seismic,North American Datum 1983 (NAD83),71.02164,70.59412,-149.42231,-151.26023,(129.5 MB),(1.1 MB),https://walrus.wr.usgs.gov/namss/data/1981/namss.B-47-81-AR.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/05/24/B-47-81-AR.nav.NAD83.txt,https://walrus.wr.usgs.gov/namss/survey/b-47-81-ar
B-47-81-LA,Bureau of Ocean Energy Management,1981,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.03918,27.759,-91.32047,-91.89144,(20.2 MB),(33.3 KB),https://walrus.wr.usgs.gov/namss/data/1981/namss.B-47-81-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-47-81-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-47-81-la
B-47-83-AK,Bureau of Ocean Energy Management,1983,2D Multichannel Seismic,North American Datum 1983 (NAD83),56.4114,55.49627,-165.87209,-167.02395,(68.3 MB),(47.2 KB),https://walrus.wr.usgs.gov/namss/data/1983/namss.B-47-83-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/11/13/142111935961/83-47_NAV-NAD83.csv,https://walrus.wr.usgs.gov/namss/survey/b-47-83-ak
B-47-92-LA,Bureau of Ocean Energy Management,1992,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.62261,27.29465,-92.27611,-92.56239,(19.0 GB),(2.0 KB),https://walrus.wr.usgs.gov/namss/data/1992/namss.B-47-92-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/08/28/122821976224/B-47-92-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-47-92-la
B-47-93-LA,Bureau of Ocean Energy Management,1993,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.68538,28.34675,-92.51526,-92.72805,(18.0 GB),(2.0 KB),https://walrus.wr.usgs.gov/namss/data/1993/namss.B-47-93-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2018/08/29/130411883545/B-47-93-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-47-93-la
B-49-74-LA,Bureau of Ocean Energy Management,1974,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.96234,28.41319,-91.31752,-92.13132,(32.8 MB),(63.5 KB),https://walrus.wr.usgs.gov/namss/data/1974/namss.B-49-74-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-49-74-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-49-74-la
B-49-89-LA,Bureau of Ocean Energy Management,1989,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.31418,27.40715,-88.4807,-93.22215,(12.3 MB),(119.9 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-49-89-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/07/163849131767/GOMSEGY14-6.segp1,https://walrus.wr.usgs.gov/namss/survey/b-49-89-la
B-49-95-LA,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.19765,27.95095,-88.29847,-89.63632,(89.1 GB),(3.7 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-49-95-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2021/03/16/144951550659/B-49-95-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-49-95-la
B-49a-89-LA,Bureau of Ocean Energy Management,1989,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.07387,27.40715,-87.94216,-93.22215,(6.4 MB),(542.5 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-49a-89-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/08/100510145847/GOMSEGY16-2.segp1,https://walrus.wr.usgs.gov/namss/survey/b-49a-89-la
B-49a-95-LA,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.49764,28.18702,-88.30244,-88.65136,(35.7 GB),(1.4 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-49a-95-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2021/03/16/145137023354/B-49a-95-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-49a-95-la
B-49b-95-LA,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.91834,27.77151,-89.18298,-89.52689,(883.3 MB),(3.9 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-49b-95-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2021/03/16/145309776396/B-49b-95-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-49b-95-la
B-49c-95-LA,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.2772,28.09994,-88.40284,-88.65165,(1.2 GB),(1.4 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-49c-95-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2021/03/16/145452460816/B-49c-95-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-49c-95-la
B-49d-95-LA,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.36469,28.09974,-88.30553,-88.70151,(960.1 MB),(1.4 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-49d-95-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2021/03/16/145640981390/B-49d-95-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-49d-95-la
B-49e-95-LA,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.27763,28.1283,-88.46707,-88.63999,(217.0 MB),(1.4 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-49e-95-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2020/10/08/123041530118/B-49e-95-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-49e-95-la
B-49f-95-LA,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.1734,27.96227,-88.32995,-88.43729,(2.4 GB),(1.3 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-49f-95-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2021/03/16/145827024089/B-49f-95-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-49f-95-la
B-49g-95-LA,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.10398,27.96348,-88.94132,-89.14075,(2.4 GB),(1.4 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-49g-95-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2021/03/16/150848757379/B-49g-95-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-49g-95-la
B-50-75-LA,Bureau of Ocean Energy Management,1975,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.30544,28.21215,-91.74823,-91.91514,(393.2 MB),(5.4 KB),https://walrus.wr.usgs.gov/namss/data/1975/namss.B-50-75-LA.mcs.aquapulse.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-50-75-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-50-75-la
B-50-83-LA,Bureau of Ocean Energy Management,1983,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.94921,28.8296,-89.30646,-89.508,(12.8 MB),(4.1 KB),https://walrus.wr.usgs.gov/namss/data/1983/namss.B-50-83-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-50-83-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-50-83-la
B-50-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.31549,27.96933,-90.58567,-90.96637,(12.5 GB),(1.4 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-50-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/08/01/154822680787/B-50-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-50-94-la
B-50a-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.3576,28.21289,-90.60382,-90.84533,(1.3 GB),(3.6 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-50a-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/08/01/161351108280/B-50a-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-50a-94-la
B-50b-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.28621,28.19529,-90.64784,-90.79954,(449.2 MB),(3.6 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-50b-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/08/01/171641162878/B-50b-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-50b-94-la
B-50c-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.09459,28.00301,-90.61035,-90.67133,(319.7 MB),(3.7 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-50c-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/08/02/131014974498/B-50c-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-50c-94-la
